activity	time	p	p_peak	p_smooth
Softball	1505.0	0.0	0.0	0.0
Playing soccer	1505.0	0.0	0.0	0.0
Doing aerobics	1505.0	0.0	0.0	0.0
Hunting	1505.0	4.23836785775957e-5	0.03899747519833203	0.03629781778681321
Participating in martial arts	1505.0	0.0	0.0	0.0
Bowling	1505.0	6.220863633468624e-5	0.050465355715881566	0.061216471605779886
Rollerblading	1505.0	3.875126569716477e-6	0.012169769448686588	0.01216976944868659
Golfing	1505.0	1.676041947892501e-5	0.007148071514001951	0.007148071514001951
Playing volleyball	1505.0	1.1670868014120557e-5	0.024574725896546856	0.024574725896546856
Boating	1505.0	2.0182704084569382e-5	0.029966048552979005	0.029966048552979005
Playing baseball	1505.0	0.0	0.0	0.0
Running	1510.0	7.549121524369304e-5	0.05150650809430685	0.04901187909804047
Playing racquet sports	1510.0	0.0	0.0	0.0
Weightlifting/strength training	1510.0	1.845836492580251e-5	0.011533989055141988	0.008468835056590025
Hiking	1510.0	0.0	0.0	0.0
Biking	1510.0	2.7132082955678173e-6	0.003269747133607591	0.0032697471336075915
Walking	1510.0	6.0739228508997934e-5	0.01313696577355476	0.013075121501531091
Using cardiovascular equipment	1510.0	3.281276388539783e-5	0.024619742024047372	0.028590363485999016
Participating in water sports	1510.0	1.4450753821421678e-5	0.004510774226222953	0.004510774226222953
Playing basketball	1510.0	1.067674698671326e-5	0.005108838557460039	0.004527715629831566
Working out, unspecified	1510.0	5.0915054138125016e-5	0.01464541461691427	0.015355291170088119
Skiing, ice skating, snowboarding	1510.0	0.0	0.0	0.0
Doing yoga	1510.0	0.0	0.0	0.0
Playing billiards	1510.0	2.0956526956878764e-4	0.25563895610201065	0.2568938639553951
Fishing	1510.0	3.950565832047329e-5	0.023635567314964544	0.02363556731496454
Dancing	1510.0	3.7911338291315955e-4	0.5085587065591136	0.514418928946204
Playing football	1510.0	6.617817408407484e-6	0.006845925925693272	0.006845925925693272
Vehicle touring/racing	1510.0	2.4721833721088335e-5	0.061639105979347575	0.061639105979347575
Softball	1510.0	0.0	0.0	0.0
Playing soccer	1510.0	0.0	0.0	0.0
Doing aerobics	1510.0	0.0	0.0	0.0
Hunting	1510.0	4.23836785775957e-5	0.03899747519833203	0.03899747519833203
Participating in martial arts	1510.0	0.0	0.0	0.0
Bowling	1510.0	6.220863633468624e-5	0.050465355715881566	0.050465355715881566
Rollerblading	1510.0	3.875126569716477e-6	0.012169769448686588	0.01216976944868659
Golfing	1510.0	1.676041947892501e-5	0.007148071514001951	0.007148071514001951
Playing volleyball	1510.0	1.1670868014120557e-5	0.024574725896546856	0.024574725896546856
Boating	1510.0	2.0182704084569382e-5	0.029966048552979005	0.029966048552979005
Playing baseball	1510.0	0.0	0.0	0.0
Running	1515.0	7.549121524369304e-5	0.05150650809430685	0.05150650809430685
Playing racquet sports	1515.0	0.0	0.0	0.0
Weightlifting/strength training	1515.0	7.489504010275669e-6	0.004679930082117277	0.01155226654573672
Hiking	1515.0	0.0	0.0	0.0
Biking	1515.0	2.7132082955678173e-6	0.003269747133607591	0.0032697471336075915
Walking	1515.0	5.7675882765391153e-5	0.012474410960558326	0.012286307035747892
Using cardiovascular equipment	1515.0	4.868868952044969e-5	0.0365316064099023	0.02687676714473181
Participating in water sports	1515.0	1.4450753821421678e-5	0.004510774226222953	0.004510774226222953
Playing basketball	1515.0	7.033353837751443e-6	0.0033654697745746187	0.003946592702203092
Working out, unspecified	1515.0	4.367267242171405e-5	0.012562186289923753	0.014642190833267774
Skiing, ice skating, snowboarding	1515.0	0.0	0.0	0.0
Doing yoga	1515.0	0.0	0.0	0.0
Playing billiards	1515.0	2.0248154408918548e-4	0.2469978478179669	0.24797368145894982
Fishing	1515.0	3.950565832047329e-5	0.023635567314964544	0.02363556731496454
Dancing	1515.0	3.767753254560625e-4	0.5054223375206338	0.5055403465114593
Playing football	1515.0	6.617817408407484e-6	0.006845925925693272	0.006845925925693272
Vehicle touring/racing	1515.0	2.4721833721088335e-5	0.061639105979347575	0.061639105979347575
Softball	1515.0	0.0	0.0	0.0
Playing soccer	1515.0	0.0	0.0	0.0
Doing aerobics	1515.0	0.0	0.0	0.0
Hunting	1515.0	4.23836785775957e-5	0.03899747519833203	0.03899747519833203
Participating in martial arts	1515.0	0.0	0.0	0.0
Bowling	1515.0	6.220863633468624e-5	0.050465355715881566	0.04804503403484075
Rollerblading	1515.0	3.875126569716477e-6	0.012169769448686588	0.01216976944868659
Golfing	1515.0	1.676041947892501e-5	0.007148071514001951	0.007148071514001951
Playing volleyball	1515.0	1.1670868014120557e-5	0.024574725896546856	0.024574725896546856
Boating	1515.0	2.0182704084569382e-5	0.029966048552979005	0.029966048552979005
Playing baseball	1515.0	0.0	0.0	0.0
Running	1520.0	7.549121524369304e-5	0.05150650809430685	0.05150650809430685
Playing racquet sports	1520.0	0.0	0.0	0.0
Weightlifting/strength training	1520.0	2.9514976728653563e-5	0.0184428804999509	0.013855230360673024
Hiking	1520.0	0.0	0.0	0.0
Biking	1520.0	2.7132082955678173e-6	0.003269747133607591	0.0032697471336075915
Walking	1520.0	5.200342146128715e-5	0.011247544373130584	0.011656499902273165
Using cardiovascular equipment	1520.0	2.5961209703478077e-5	0.019478953000245755	0.025163170803464602
Participating in water sports	1520.0	1.4450753821421678e-5	0.004510774226222953	0.004510774226222953
Playing basketball	1520.0	7.033353837751443e-6	0.0033654697745746187	0.0030471311679950964
Working out, unspecified	1520.0	5.812381322454883e-5	0.016718971592965298	0.014458354310002414
Skiing, ice skating, snowboarding	1520.0	0.0	0.0	0.0
Doing yoga	1520.0	0.0	0.0	0.0
Playing billiards	1520.0	1.9779769744430916e-4	0.2412842404568719	0.24318877624390356
Fishing	1520.0	3.950565832047329e-5	0.023635567314964544	0.02363556731496454
Dancing	1520.0	3.747011831801373e-4	0.5026399954546306	0.5025019548932589
Playing football	1520.0	6.617817408407484e-6	0.006845925925693272	0.006845925925693272
Vehicle touring/racing	1520.0	2.4721833721088335e-5	0.061639105979347575	0.061639105979347575
Softball	1520.0	0.0	0.0	0.0
Playing soccer	1520.0	0.0	0.0	0.0
Doing aerobics	1520.0	0.0	0.0	0.0
Hunting	1520.0	4.23836785775957e-5	0.03899747519833203	0.03899747519833203
Participating in martial arts	1520.0	0.0	0.0	0.0
Bowling	1520.0	5.325804582761634e-5	0.043204390672759094	0.04562471235379992
Rollerblading	1520.0	3.875126569716477e-6	0.012169769448686588	0.01216976944868659
Golfing	1520.0	1.676041947892501e-5	0.007148071514001951	0.007148071514001951
Playing volleyball	1520.0	1.1670868014120557e-5	0.024574725896546856	0.024574725896546856
Boating	1520.0	2.0182704084569382e-5	0.029966048552979005	0.029966048552979005
Playing baseball	1520.0	0.0	0.0	0.0
Running	1525.0	7.549121524369304e-5	0.05150650809430685	0.05150650809430685
Playing racquet sports	1525.0	0.0	0.0	0.0
Weightlifting/strength training	1525.0	2.9514976728653563e-5	0.0184428804999509	0.0184428804999509
Hiking	1525.0	0.0	0.0	0.0
Biking	1525.0	2.7132082955678173e-6	0.003269747133607591	0.0032697471336075915
Walking	1525.0	5.200342146128715e-5	0.011247544373130584	0.011643298747812428
Using cardiovascular equipment	1525.0	2.5961209703478077e-5	0.019478953000245755	0.019478953000245755
Participating in water sports	1525.0	1.4450753821421678e-5	0.004510774226222953	0.0057251203492998184
Playing basketball	1525.0	5.037506413532462e-6	0.0024104539548360517	0.002728792561415574
Working out, unspecified	1525.0	4.89977209428305e-5	0.014093905047118193	0.014407502395898447
Skiing, ice skating, snowboarding	1525.0	0.0	0.0	0.0
Doing yoga	1525.0	0.0	0.0	0.0
Playing billiards	1525.0	1.9779769744430916e-4	0.2412842404568719	0.24639682928957343
Fishing	1525.0	3.950565832047329e-5	0.023635567314964544	0.02363556731496454
Dancing	1525.0	3.7231832714004347e-4	0.49944353170451206	0.5130886556219639
Playing football	1525.0	6.617817408407484e-6	0.006845925925693272	0.006845925925693272
Vehicle touring/racing	1525.0	2.4721833721088335e-5	0.061639105979347575	0.061639105979347575
Softball	1525.0	0.0	0.0	0.0
Playing soccer	1525.0	0.0	0.0	0.0
Doing aerobics	1525.0	0.0	0.0	0.0
Hunting	1525.0	4.23836785775957e-5	0.03899747519833203	0.03899747519833203
Participating in martial arts	1525.0	0.0	0.0	0.0
Bowling	1525.0	5.325804582761634e-5	0.043204390672759094	0.04320439067275909
Rollerblading	1525.0	3.875126569716477e-6	0.012169769448686588	0.01216976944868659
Golfing	1525.0	1.676041947892501e-5	0.007148071514001951	0.007148071514001951
Playing volleyball	1525.0	1.1670868014120557e-5	0.024574725896546856	0.024574725896546856
Boating	1525.0	2.0182704084569382e-5	0.029966048552979005	0.029966048552979005
Playing baseball	1525.0	0.0	0.0	0.0
Running	1530.0	7.549121524369304e-5	0.05150650809430685	0.034337672062871236
Playing racquet sports	1530.0	0.0	0.0	0.0
Weightlifting/strength training	1530.0	2.9514976728653563e-5	0.0184428804999509	0.0176633714801222
Hiking	1530.0	0.0	0.0	0.0
Biking	1530.0	2.7132082955678173e-6	0.003269747133607591	0.0032697471336075915
Walking	1530.0	5.749277474382946e-5	0.012434807497176122	0.013724615226372966
Using cardiovascular equipment	1530.0	2.5961209703478077e-5	0.019478953000245755	0.016956590128782145
Participating in water sports	1530.0	2.6121621835542235e-5	0.008153812595453551	0.006939466472376685
Playing basketball	1530.0	5.037506413532462e-6	0.0024104539548360517	0.0024104539548360517
Working out, unspecified	1530.0	4.314230956876199e-5	0.012409630547611848	0.018885138308514616
Skiing, ice skating, snowboarding	1530.0	0.0	0.0	0.0
Doing yoga	1530.0	0.0	0.0	0.0
Playing billiards	1530.0	2.1037114563768927e-4	0.25662200695497644	0.2377508148213953
Fishing	1530.0	3.950565832047329e-5	0.023635567314964544	0.02301157238656838
Dancing	1530.0	4.00451411670204e-4	0.5371824397067493	0.515868180782692
Playing football	1530.0	6.617817408407484e-6	0.006845925925693272	0.006845925925693272
Vehicle touring/racing	1530.0	2.4721833721088335e-5	0.061639105979347575	0.061639105979347575
Softball	1530.0	0.0	0.0	0.0
Playing soccer	1530.0	0.0	0.0	0.0
Doing aerobics	1530.0	0.0	0.0	0.0
Hunting	1530.0	4.23836785775957e-5	0.03899747519833203	0.03899747519833203
Participating in martial arts	1530.0	0.0	0.0	0.0
Bowling	1530.0	5.325804582761634e-5	0.043204390672759094	0.04320439067275909
Rollerblading	1530.0	3.875126569716477e-6	0.012169769448686588	0.01216976944868659
Golfing	1530.0	1.676041947892501e-5	0.007148071514001951	0.007148071514001951
Playing volleyball	1530.0	1.1670868014120557e-5	0.024574725896546856	0.016383150597697904
Boating	1530.0	2.0182704084569382e-5	0.029966048552979005	0.029966048552979005
Playing baseball	1530.0	0.0	0.0	0.0
Running	1535.0	0.0	0.0	0.018796424389657826
Playing racquet sports	1535.0	0.0	0.0	0.0
Weightlifting/strength training	1535.0	2.5772525990535805e-5	0.0161043534404648	0.0168838624602935
Hiking	1535.0	0.0	0.0	0.0
Biking	1535.0	2.7132082955678173e-6	0.003269747133607591	0.0032697471336075915
Walking	1535.0	8.087254376165463e-5	0.017491493808812195	0.015805931704933506
Using cardiovascular equipment	1535.0	1.5875925635051856e-5	0.011911864385854926	0.014434227257318535
Participating in water sports	1535.0	2.6121621835542235e-5	0.008153812595453551	0.008153812595453551
Playing basketball	1535.0	5.037506413532462e-6	0.0024104539548360517	0.0024104539548360517
Working out, unspecified	1535.0	1.0482356482564744e-4	0.030151879330813806	0.023601565502892472
Skiing, ice skating, snowboarding	1535.0	0.0	0.0	0.0
Doing yoga	1535.0	0.0	0.0	0.0
Playing billiards	1535.0	1.7653445517074474e-4	0.21534619705233757	0.22842012899648426
Fishing	1535.0	3.637673019620701e-5	0.021763582529776046	0.022387577458172214
Dancing	1535.0	3.8091731028396084e-4	0.5109785709368146	0.5173686011732076
Playing football	1535.0	6.617817408407484e-6	0.006845925925693272	0.006845925925693272
Vehicle touring/racing	1535.0	2.4721833721088335e-5	0.061639105979347575	0.061639105979347575
Softball	1535.0	0.0	0.0	0.0
Playing soccer	1535.0	0.0	0.0	0.0
Doing aerobics	1535.0	0.0	0.0	0.0
Hunting	1535.0	4.23836785775957e-5	0.03899747519833203	0.03899747519833203
Participating in martial arts	1535.0	0.0	0.0	0.0
Bowling	1535.0	5.325804582761634e-5	0.043204390672759094	0.04320439067275909
Rollerblading	1535.0	3.875126569716477e-6	0.012169769448686588	0.01216976944868659
Golfing	1535.0	1.676041947892501e-5	0.007148071514001951	0.007148071514001951
Playing volleyball	1535.0	0.0	0.0	0.008191575298848952
Boating	1535.0	2.0182704084569382e-5	0.029966048552979005	0.029966048552979005
Playing baseball	1535.0	0.0	0.0	0.0
Running	1540.0	7.156491147898021e-6	0.004882765074666621	0.004391862002265338
Playing racquet sports	1540.0	0.0	0.0	0.0
Weightlifting/strength training	1540.0	2.5772525990535805e-5	0.0161043534404648	0.011516703301186926
Hiking	1540.0	0.0	0.0	0.0
Biking	1540.0	2.7132082955678173e-6	0.003269747133607591	0.0032697471336075915
Walking	1540.0	8.087254376165463e-5	0.017491493808812195	0.017707466120493152
Using cardiovascular equipment	1540.0	1.5875925635051856e-5	0.011911864385854926	0.011911864385854926
Participating in water sports	1540.0	2.6121621835542235e-5	0.008153812595453551	0.008153812595453551
Playing basketball	1540.0	5.037506413532462e-6	0.0024104539548360517	0.0024104539548360517
Working out, unspecified	1540.0	9.818795943487047e-5	0.028243186630251767	0.027558233064648777
Skiing, ice skating, snowboarding	1540.0	0.0	0.0	0.0
Doing yoga	1540.0	0.0	0.0	0.0
Playing billiards	1540.0	1.748506350719507e-4	0.21329218298213878	0.2139768543388717
Fishing	1540.0	3.637673019620701e-5	0.021763582529776046	0.021763582529776046
Dancing	1540.0	3.756738657005115e-4	0.5039447928760591	0.5110371330284863
Playing football	1540.0	6.617817408407484e-6	0.006845925925693272	0.006845925925693272
Vehicle touring/racing	1540.0	2.4721833721088335e-5	0.061639105979347575	0.061639105979347575
Softball	1540.0	0.0	0.0	0.0
Playing soccer	1540.0	0.0	0.0	0.0
Doing aerobics	1540.0	0.0	0.0	0.0
Hunting	1540.0	4.23836785775957e-5	0.03899747519833203	0.03899747519833203
Participating in martial arts	1540.0	0.0	0.0	0.0
Bowling	1540.0	5.325804582761634e-5	0.043204390672759094	0.04320439067275909
Rollerblading	1540.0	3.875126569716477e-6	0.012169769448686588	0.01216976944868659
Golfing	1540.0	1.676041947892501e-5	0.007148071514001951	0.004765381009334634
Playing volleyball	1540.0	0.0	0.0	0.0
Boating	1540.0	2.0182704084569382e-5	0.029966048552979005	0.029966048552979005
Playing baseball	1540.0	0.0	0.0	0.0
Running	1545.0	1.2154485969395008e-5	0.008292820932129392	0.007156135646308469
Playing racquet sports	1545.0	0.0	0.0	0.0
Weightlifting/strength training	1545.0	3.747053272157912e-6	0.0023414030226311788	0.009798619185282065
Hiking	1545.0	0.0	0.0	0.0
Biking	1545.0	2.7132082955678173e-6	0.003269747133607591	0.0032697471336075915
Walking	1545.0	8.386821075590374e-5	0.018139410743855063	0.018195035856787434
Using cardiovascular equipment	1545.0	1.5875925635051856e-5	0.011911864385854926	0.011911864385854926
Participating in water sports	1545.0	2.6121621835542235e-5	0.008153812595453551	0.008153812595453551
Playing basketball	1545.0	5.037506413532462e-6	0.0024104539548360517	0.0024104539548360517
Working out, unspecified	1545.0	8.44085929174196e-5	0.02427963323288076	0.026804703674099453
Skiing, ice skating, snowboarding	1545.0	0.0	0.0	0.0
Doing yoga	1545.0	0.0	0.0	0.0
Playing billiards	1545.0	1.748506350719507e-4	0.21329218298213878	0.1947877317253118
Fishing	1545.0	3.637673019620701e-5	0.021763582529776046	0.021763582529776046
Dancing	1545.0	3.862917230667415e-4	0.5181880352725851	0.5040969872966148
Playing football	1545.0	6.617817408407484e-6	0.006845925925693272	0.006845925925693272
Vehicle touring/racing	1545.0	2.4721833721088335e-5	0.061639105979347575	0.061639105979347575
Softball	1545.0	0.0	0.0	0.0
Playing soccer	1545.0	0.0	0.0	0.0
Doing aerobics	1545.0	0.0	0.0	0.0
Hunting	1545.0	4.23836785775957e-5	0.03899747519833203	0.03899747519833203
Participating in martial arts	1545.0	0.0	0.0	0.0
Bowling	1545.0	5.325804582761634e-5	0.043204390672759094	0.04320439067275909
Rollerblading	1545.0	3.875126569716477e-6	0.012169769448686588	0.008113179632457725
Golfing	1545.0	0.0	0.0	0.002382690504667317
Playing volleyball	1545.0	0.0	0.0	0.0
Boating	1545.0	2.0182704084569382e-5	0.029966048552979005	0.029966048552979005
Playing baseball	1545.0	0.0	0.0	0.0
Running	1550.0	1.2154485969395008e-5	0.008292820932129392	0.008292820932129392
Playing racquet sports	1550.0	0.0	0.0	0.0
Weightlifting/strength training	1550.0	1.7523942582059623e-5	0.010950101092750218	0.008080535069377205
Hiking	1550.0	0.0	0.0	0.0
Biking	1550.0	2.7132082955678173e-6	0.003269747133607591	0.0032697471336075915
Walking	1550.0	8.763543181449537e-5	0.01895420301769505	0.018615827115329286
Using cardiovascular equipment	1550.0	1.5875925635051856e-5	0.011911864385854926	0.007941242923903283
Participating in water sports	1550.0	2.6121621835542235e-5	0.008153812595453551	0.008153812595453551
Playing basketball	1550.0	5.037506413532462e-6	0.0024104539548360517	0.0024104539548360517
Working out, unspecified	1550.0	9.696458833681979e-5	0.02789129115916582	0.026687405183737467
Skiing, ice skating, snowboarding	1550.0	0.0	0.0	0.0
Doing yoga	1550.0	0.0	0.0	0.0
Playing billiards	1550.0	1.293424264445614e-4	0.1577788292116578	0.17177895378015862
Fishing	1550.0	3.637673019620701e-5	0.021763582529776046	0.021763582529776046
Dancing	1550.0	3.6539637577402765e-4	0.49015813374120026	0.49556036714099805
Playing football	1550.0	6.617817408407484e-6	0.006845925925693272	0.006845925925693272
Vehicle touring/racing	1550.0	2.4721833721088335e-5	0.061639105979347575	0.061639105979347575
Softball	1550.0	0.0	0.0	0.0
Playing soccer	1550.0	0.0	0.0	0.0
Doing aerobics	1550.0	0.0	0.0	0.0
Hunting	1550.0	4.23836785775957e-5	0.03899747519833203	0.03899747519833203
Participating in martial arts	1550.0	0.0	0.0	0.0
Bowling	1550.0	5.325804582761634e-5	0.043204390672759094	0.04320439067275909
Rollerblading	1550.0	0.0	0.0	0.0040565898162288625
Golfing	1550.0	0.0	0.0	0.0
Playing volleyball	1550.0	0.0	0.0	0.0
Boating	1550.0	2.0182704084569382e-5	0.029966048552979005	0.029966048552979005
Playing baseball	1550.0	0.0	0.0	0.0
Running	1555.0	1.2154485969395008e-5	0.008292820932129392	0.008292820932129392
Playing racquet sports	1555.0	0.0	0.0	0.0
Weightlifting/strength training	1555.0	1.7523942582059623e-5	0.010950101092750218	0.015214220822686012
Hiking	1555.0	0.0	0.0	0.0
Biking	1555.0	2.7132082955678173e-6	0.003269747133607591	0.0032697471336075915
Walking	1555.0	8.670917381330914e-5	0.018753867584437738	0.023155935477857336
Using cardiovascular equipment	1555.0	0.0	0.0	0.003970621461951642
Participating in water sports	1555.0	2.6121621835542235e-5	0.008153812595453551	0.008849422285141562
Playing basketball	1555.0	5.037506413532462e-6	0.0024104539548360517	0.0024104539548360517
